minute,hh:mm,name,age,gender,occupation,prefecture,income_jpy,channel,category,sku,price_jpy,impulse,reason
1240,20:40,山口 彩花,26,女,飲食店,東京都23区,1840000,Amazon,書籍,達人プログラマー 第2版 (オーム社),3520,1,夜のリラックス中に / 安心のリピート
1320,22:00,山口 彩花,26,女,飲食店,東京都23区,1840000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,1,夜のリラックス中に / 安心のリピート
555,09:15,木村 克彦_230,31,男,工場勤務,埼玉県,3250000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,0,勤務中こっそり / 週末カジュアル
955,15:55,木村 克彦_230,31,男,工場勤務,埼玉県,3250000,ZOZOTOWN,シューズ,New Balance 327 グレー x ホワイト 24cm,12100,0,勤務中こっそり / 新色気になって
1110,18:30,木村 克彦_230,31,男,工場勤務,埼玉県,3250000,メルカリ,アパレル,【美品】UNIQLO x JW Anderson コラボ ニット L,3805,0,勤務中こっそり / コラボ品再入手
1115,18:35,木村 克彦_230,31,男,工場勤務,埼玉県,3250000,楽天市場,化粧品,資生堂 マキアージュ ドラマティック ジェリー BB,3553,0,勤務中こっそり / ポイント祭
1240,20:40,木村 克彦_230,31,男,工場勤務,埼玉県,3250000,楽天市場,日用品,除菌できるウェットティッシュ 100枚 x 8パック,1638,1,夜のリラックス中に / ポイント10倍
1375,22:55,岡田 芽依,74,女,工場勤務,埼玉県,4220000,MUJI passport,家具,無印良品 ポリエステル 綿フランネル こたつ布団,9990,1,夜のリラックス中に / 冬支度
695,11:35,橋本 結愛_232,79,女,退職,神奈川県,3140000,Amazon,電化製品,ELECOM USB-C ハブ 7-in-1 4K HDMI,6105,1,お昼のひと息に / 在宅環境
885,14:45,橋本 結愛_232,79,女,退職,神奈川県,3140000,メルカリ,中古品,【動作確認済】Sony WH-1000XM4 黒 中古,21137,1,午後のくつろぎ中に / 計画通り
1080,18:00,林 湊_233,48,男,経営者・役員,埼玉県,22460000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,1,通勤中ふと思い出して / ストック補充
1305,21:45,林 湊_233,48,男,経営者・役員,埼玉県,22460000,BUYMA,アパレル,【正規品】POLO Ralph Lauren ケーブルニット 紺 M,27899,1,夜のリラックス中に / クラシック
1320,22:00,林 湊_233,48,男,経営者・役員,埼玉県,22460000,Amazon,日用品,ピジョン 親子で使える泡シャンプー 詰替 350ml,771,1,夜のリラックス中に / リピート
1365,22:45,林 湊_233,48,男,経営者・役員,埼玉県,22460000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,2922,1,寝る前に思い立って / PayPay祭
1380,23:00,林 湊_233,48,男,経営者・役員,埼玉県,22460000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,4217,1,寝る前に思い立って / まとめ買いお得
910,15:10,前田 浩二,71,男,退職,千葉県,3370000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,890,1,午後のくつろぎ中に / PayPayキャンペーン
1315,21:55,前田 浩二,71,男,退職,千葉県,3370000,honto,書籍,夜は短し歩けよ乙女 (角川文庫),770,1,TVショッピング見て / 再読
760,12:40,小林 翔,31,男,飲食店,神奈川県,2270000,Amazon,食品,カゴメ 野菜一日これ一本 200ml x 24本,2670,0,勤務中こっそり / 安心のリピート
1180,19:40,小林 翔,31,男,飲食店,神奈川県,2270000,Amazon,日用品,クイックル ワイパー 立体吸着 ウェット 32枚,922,0,夕食後にカートを処理 / リピート
1185,19:45,小林 翔,31,男,飲食店,神奈川県,2270000,Amazon,書籍,達人プログラマー 第2版 (オーム社),3520,0,夕食後にカートを処理 / 技術書
1280,21:20,小林 翔,31,男,飲食店,神奈川県,2270000,honto,書籍,看護管理2025年4月号,2090,1,夜のリラックス中に / 仕事用
430,07:10,山田 蓮,53,男,公務員,茨城県,5880000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,0,朝の準備中ふと / 通勤新調
1060,17:40,山田 蓮,53,男,公務員,茨城県,5880000,Amazon,書籍,ジェイソン流お金の増やし方,1430,0,勤務中こっそり / 投資勉強
1090,18:10,山田 蓮,53,男,公務員,茨城県,5880000,楽天市場,化粧品,KOSE 雪肌精 化粧水 200ml,2977,1,通勤中ふと思い出して / リピート
1220,20:20,山田 蓮,53,男,公務員,茨城県,5880000,Amazon,日用品,ファブリーズ 衣類消臭スプレー 370ml x 2,1150,1,夜のリラックス中に / 切らした
1350,22:30,山田 蓮,53,男,公務員,茨城県,5880000,honto,書籍,THE THREE-BODY PROBLEM (English),2980,1,寝る前に思い立って / 原書チャレンジ
600,10:00,佐々木 凛,32,女,デザイナー,埼玉県,8230000,楽天市場,化粧品,資生堂 マキアージュ ドラマティック ジェリー BB,3809,0,仕事の合間に / ポイント祭
765,12:45,佐々木 凛,32,女,デザイナー,埼玉県,8230000,ZOZOTOWN,アパレル,nano universe テーパード パンツ 9号,11000,0,ランチ食べながら / オフィス用
870,14:30,佐々木 凛,32,女,デザイナー,埼玉県,8230000,Amazon,日用品,LION クリニカ アドバンテージ ハミガキ 130g x 3,1211,0,仕事の合間に / まとめ買い
1220,20:20,佐々木 凛,32,女,デザイナー,埼玉県,8230000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,1,夜のリラックス中に / 週末カジュアル
1245,20:45,佐々木 凛,32,女,デザイナー,埼玉県,8230000,Oisix,食品,Kit Oisix 牛肉と野菜のチンジャオロース 2人前,1580,1,夜のリラックス中に / 今夜の献立
1260,21:00,佐々木 凛,32,女,デザイナー,埼玉県,8230000,honto,書籍,THE THREE-BODY PROBLEM (English),2980,1,夜のリラックス中に / 原書チャレンジ
1335,22:15,佐々木 凛,32,女,デザイナー,埼玉県,8230000,メチャカリ,アパレル,メチャカリ ベーシックプラン 月額,3278,1,夜のリラックス中に / サブスクで色々試したい
1095,18:15,加藤 彩花,43,女,デザイナー,千葉県,4630000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,0,夕食後にカートを処理 / 夏前リピート
1135,18:55,加藤 彩花,43,女,デザイナー,千葉県,4630000,Amazon,日用品,ファブリーズ 衣類消臭スプレー 370ml x 2,1080,0,夕食後にカートを処理 / 切らした
1180,19:40,加藤 彩花,43,女,デザイナー,千葉県,4630000,honto,書籍,夜は短し歩けよ乙女 (角川文庫),770,1,夜のリラックス中に / 再読
1190,19:50,加藤 彩花,43,女,デザイナー,千葉県,4630000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,夜のリラックス中に / 夏定番
1260,21:00,加藤 彩花,43,女,デザイナー,千葉県,4630000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3199,1,夜のリラックス中に / PayPay祭
770,12:50,山口 彩花_239,58,女,主婦・主夫,東京都23区,1430000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,0,用事の合間に / おやつストック
1150,19:10,山口 彩花_239,58,女,主婦・主夫,東京都23区,1430000,Amazon,日用品,LION クリニカ アドバンテージ ハミガキ 130g x 3,1205,0,夕食後にカートを処理 / まとめ買い
1015,16:55,吉田 正樹,35,男,看護師,埼玉県,4720000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,3631,0,勤務中こっそり / 安心のリピート
1185,19:45,吉田 正樹,35,男,看護師,埼玉県,4720000,Amazon,電子書籍,Kindle 進撃の巨人 最終34巻,538,0,夕食後にカートを処理 / 安心のリピート
1295,21:35,吉田 正樹,35,男,看護師,埼玉県,4720000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,1,夜のリラックス中に / おやつストック
1300,21:40,吉田 正樹,35,男,看護師,埼玉県,4720000,Amazon,サブスク,Kindle Unlimited 3ヶ月分,2940,1,夜のリラックス中に / 安心のリピート
1350,22:30,吉田 正樹,35,男,看護師,埼玉県,4720000,Amazon,日用品,Mr.CLEAN マジックリン キッチン用 400ml,326,1,寝る前に思い立って / 切らしそう
1125,18:45,高橋 美咲,48,女,会社員,神奈川県,3420000,楽天市場,化粧品,ETUDE ティアアイライナー 限定色,1471,0,夕食後にカートを処理 / 新作
1130,18:50,高橋 美咲,48,女,会社員,神奈川県,3420000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,0,夕食後にカートを処理 / 冬支度
1310,21:50,高橋 美咲,48,女,会社員,神奈川県,3420000,Amazon,書籍,達人プログラマー 第2版 (オーム社),3520,1,夜のリラックス中に / 技術書
1320,22:00,高橋 美咲,48,女,会社員,神奈川県,3420000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,夜のリラックス中に / 夏定番
1405,23:25,高橋 美咲,48,女,会社員,神奈川県,3420000,Amazon,食品,カルビー フルグラ 800g x 3,2839,1,寝る前に思い立って / 安心のリピート
620,10:20,木村 誠,44,男,ITエンジニア,千葉県,6320000,honto,書籍,THE THREE-BODY PROBLEM (English),2980,0,仕事の合間に / 原書チャレンジ
735,12:15,木村 誠,44,男,ITエンジニア,千葉県,6320000,Amazon,コーヒー,猿田彦珈琲 大吉ブレンド ドリップバッグ 10個,1886,0,ランチ食べながら / 気分転換
1160,19:20,木村 誠,44,男,ITエンジニア,千葉県,6320000,Amazon,書籍,世界一流エンジニアの思考法 (文春新書),990,0,夕食後にカートを処理 / 話題本
1250,20:50,木村 誠,44,男,ITエンジニア,千葉県,6320000,Apple,電化製品,MagSafe充電器 (1m),5980,1,夜のリラックス中に / 正規品で揃える
1295,21:35,木村 誠,44,男,ITエンジニア,千葉県,6320000,Amazon,電化製品,Anker 737 Power Bank 24000mAh 140W,21326,1,夜のリラックス中に / 出張用
1345,22:25,木村 誠,44,男,ITエンジニア,千葉県,6320000,楽天市場,化粧品,資生堂 マキアージュ ドラマティック ジェリー BB,3548,1,夜のリラックス中に / ポイント祭
1365,22:45,木村 誠,44,男,ITエンジニア,千葉県,6320000,MUJI passport,アパレル,無印良品 縦横ストレッチ 細身パンツ 黒 32inch,3990,1,夜のリラックス中に / 通勤用
590,09:50,松本 美穂_243,32,女,フリーランス,神奈川県,2360000,Amazon,食品,KIRIN 自然が磨いた天然水 2L x 9本,1380,0,仕事の合間に / 備蓄
1205,20:05,松本 美穂_243,32,女,フリーランス,神奈川県,2360000,楽天市場,日用品,除菌できるウェットティッシュ 100枚 x 8パック,1815,1,夜のリラックス中に / ポイント10倍
1295,21:35,松本 美穂_243,32,女,フリーランス,神奈川県,2360000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,1,夜のリラックス中に / 安心のリピート
1315,21:55,松本 美穂_243,32,女,フリーランス,神奈川県,2360000,honto,書籍,夜は短し歩けよ乙女 (角川文庫),770,1,夜のリラックス中に / 再読
405,06:45,石川 千尋_244,28,女,会社員,東京都23区,3780000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,0,朝の準備中ふと / 安心のリピート
905,15:05,石川 千尋_244,28,女,会社員,東京都23区,3780000,メチャカリ,アパレル,メチャカリ ベーシックプラン 月額,3278,0,勤務中こっそり / サブスクで色々試したい
1140,19:00,石川 千尋_244,28,女,会社員,東京都23区,3780000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,0,夕食後にカートを処理 / 冬支度
1240,20:40,石川 千尋_244,28,女,会社員,東京都23区,3780000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,2958,1,夜のリラックス中に / PayPay祭
1395,23:15,石川 千尋_244,28,女,会社員,東京都23区,3780000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,3842,1,寝る前に思い立って / まとめ買いお得
525,08:45,田中 和也_245,52,男,飲食店,東京都市部,4820000,楽天市場,食品,台湾カステラ 6個セット,2813,0,勤務中こっそり / 話題スイーツ
1035,17:15,田中 和也_245,52,男,飲食店,東京都市部,4820000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,0,勤務中こっそり / ストック補充
1160,19:20,田中 和也_245,52,男,飲食店,東京都市部,4820000,Amazon,サブスク,Kindle Unlimited 3ヶ月分,2940,0,夕食後にカートを処理 / 読み放題
1220,20:20,田中 和也_245,52,男,飲食店,東京都市部,4820000,MUJI passport,日用品,無印良品 化粧水 敏感肌用 高保湿 200ml,690,0,夕食後にカートを処理 / リピート
1340,22:20,田中 和也_245,52,男,飲食店,東京都市部,4820000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,夜のリラックス中に / 夏定番
460,07:40,池田 雄太,64,男,会社員,千葉県,4510000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,1061,1,通勤中ふと思い出して / PayPayキャンペーン
950,15:50,池田 雄太,64,男,会社員,千葉県,4510000,メルカリ,中古品,【動作確認済】Sony WH-1000XM4 黒 中古,19587,0,勤務中こっそり / 新品より安い
1195,19:55,池田 雄太,64,男,会社員,千葉県,4510000,Amazon,サブスク,Amazon Prime 年会費 (1年),5900,0,夕食後にカートを処理 / 安心のリピート
450,07:30,石川 翼_247,37,男,飲食店,埼玉県,5770000,メルカリ,ホビー,プラモデル HG ガンダムエアリアル 未組立,1817,0,朝の準備中ふと / 積みプラ追加
1015,16:55,石川 翼_247,37,男,飲食店,埼玉県,5770000,MUJI passport,家具,無印良品 やわらかフィットソファ 1人掛け 用 カバー,4990,0,勤務中こっそり / 気分転換
1100,18:20,石川 翼_247,37,男,飲食店,埼玉県,5770000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,2718,0,勤務中こっそり / PayPay祭
1200,20:00,石川 翼_247,37,男,飲食店,埼玉県,5770000,Amazon,日用品,クイックル ワイパー 立体吸着 ウェット 32枚,968,0,夕食後にカートを処理 / リピート
1215,20:15,石川 翼_247,37,男,飲食店,埼玉県,5770000,Amazon,電子書籍,Kindle 三体III 死神永生 上,1820,0,夕食後にカートを処理 / 話題のSF
1225,20:25,石川 翼_247,37,男,飲食店,埼玉県,5770000,MUJI passport,家具,無印良品 体にフィットするソファ 用 カバー,5990,0,夕食後にカートを処理 / 汚れ補充
455,07:35,山口 悦子,57,女,看護師,神奈川県,3690000,楽天市場,化粧品,資生堂 マキアージュ ドラマティック ジェリー BB,3829,1,通勤中ふと思い出して / ポイント祭
960,16:00,山口 悦子,57,女,看護師,神奈川県,3690000,楽天市場,日用品,除菌できるウェットティッシュ 100枚 x 8パック,1608,0,勤務中こっそり / ポイント10倍
1110,18:30,山口 悦子,57,女,看護師,神奈川県,3690000,Amazon,電化製品,Anker PowerLine III USB-C ケーブル 1.8m,1290,1,通勤中ふと思い出して / ケーブル断線
1285,21:25,山口 悦子,57,女,看護師,神奈川県,3690000,honto,書籍,夜は短し歩けよ乙女 (角川文庫),770,1,夜のリラックス中に / 再読
1320,22:00,山口 悦子,57,女,看護師,神奈川県,3690000,honto,書籍,看護管理2025年4月号,2090,1,夜のリラックス中に / 仕事用
460,07:40,鈴木 陽翔,53,男,会社員,神奈川県,4510000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,3611,1,通勤中ふと思い出して / まとめ買いお得
1150,19:10,鈴木 陽翔,53,男,会社員,神奈川県,4510000,Amazon,サブスク,Amazon Prime 年会費 (1年),5900,0,夕食後にカートを処理 / 年次自動更新
1215,20:15,鈴木 陽翔,53,男,会社員,神奈川県,4510000,楽天市場,化粧品,KOSE 雪肌精 化粧水 200ml,3006,1,夜のリラックス中に / リピート
1255,20:55,鈴木 陽翔,53,男,会社員,神奈川県,4510000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3023,1,夜のリラックス中に / PayPay祭
1265,21:05,鈴木 陽翔,53,男,会社員,神奈川県,4510000,メルカリ,アパレル,【美品】UNIQLO x JW Anderson コラボ ニット L,4030,1,夜のリラックス中に / コラボ品再入手
840,14:00,長谷川 智子,58,女,公務員,埼玉県,5080000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,2949,0,勤務中こっそり / PayPay祭
935,15:35,長谷川 智子,58,女,公務員,埼玉県,5080000,Amazon,書籍,達人プログラマー 第2版 (オーム社),3520,0,勤務中こっそり / 技術書
1100,18:20,長谷川 智子,58,女,公務員,埼玉県,5080000,Amazon,書籍,ジェイソン流お金の増やし方,1430,1,通勤中ふと思い出して / 投資勉強
1125,18:45,長谷川 智子,58,女,公務員,埼玉県,5080000,honto,書籍,夜は短し歩けよ乙女 (角川文庫),770,0,夕食後にカートを処理 / 再読
1190,19:50,長谷川 智子,58,女,公務員,埼玉県,5080000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,0,夕食後にカートを処理 / おやつストック
1345,22:25,長谷川 智子,58,女,公務員,埼玉県,5080000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,4155,1,夜のリラックス中に / まとめ買いお得
390,06:30,林 桜_251,70,女,退職,東京都市部,2760000,Amazon,コーヒー,STARBUCKS ハウス ブレンド ホール 250g,1373,0,朝の準備中ふと / 計画通り
1300,21:40,林 桜_251,70,女,退職,東京都市部,2760000,Amazon,電子書籍,Kindle ハイキュー!! 文庫版 1-3巻セット,1980,1,TVショッピング見て / 懐かしい
735,12:15,前田 義男,31,男,会社員,神奈川県,7730000,BUYMA,ブランド品,【関税送料込】Hermès Twilly スカーフ 復刻柄,25592,0,ランチ食べながら / ギフト用
1030,17:10,前田 義男,31,男,会社員,神奈川県,7730000,Amazon,コーヒー,Blue Bottle Coffee ベラ ドノヴァン 200g,1926,0,勤務中こっそり / リピート
1265,21:05,前田 義男,31,男,会社員,神奈川県,7730000,Amazon,日用品,ピジョン 親子で使える泡シャンプー 詰替 350ml,710,1,夜のリラックス中に / リピート
1285,21:25,前田 義男,31,男,会社員,神奈川県,7730000,BUYMA,ブランド品,【関税送料込】Hermès Twilly スカーフ 復刻柄,25225,1,夜のリラックス中に / 安心のリピート
1400,23:20,前田 義男,31,男,会社員,神奈川県,7730000,iHerb,化粧品,The Ordinary ナイアシンアミド 10% 30ml,1248,1,寝る前に思い立って / 話題のスキンケア
450,07:30,池田 凛,54,女,フリーランス,千葉県,5630000,iHerb,食品,California Gold ナッツミックス 907g,2556,0,朝の準備中ふと / 間食用
670,11:10,池田 凛,54,女,フリーランス,千葉県,5630000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,0,仕事の合間に / 夏前リピート
940,15:40,池田 凛,54,女,フリーランス,千葉県,5630000,楽天市場,化粧品,資生堂 マキアージュ ドラマティック ジェリー BB,3536,0,仕事の合間に / ポイント祭
1280,21:20,池田 凛,54,女,フリーランス,千葉県,5630000,iHerb,食品,California Gold ナッツミックス 907g,2676,1,夜のリラックス中に / 間食用
1315,21:55,池田 凛,54,女,フリーランス,千葉県,5630000,MUJI passport,家具,無印良品 やわらかフィットソファ 1人掛け 用 カバー,4990,1,夜のリラックス中に / 気分転換
1360,22:40,池田 凛,54,女,フリーランス,千葉県,5630000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,夜のリラックス中に / 夏定番
735,12:15,井上 雄太,22,男,大学生,東京都23区,800000,ZOZOTOWN,アパレル,SLY オーバーサイズ スウェット M ベージュ,8800,0,勉強の息抜きに / 韓国っぽい
935,15:35,井上 雄太,22,男,大学生,東京都23区,800000,メルカリ,ホビー,プラモデル HG ガンダムエアリアル 未組立,2202,0,勉強の息抜きに / 積みプラ追加
845,14:05,木村 凛,74,女,退職,東京都23区,2330000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,1,午後のくつろぎ中に / おやつストック
980,16:20,木村 凛,74,女,退職,東京都23区,2330000,iHerb,食品,California Gold ナッツミックス 907g,2614,1,午後のくつろぎ中に / 間食用
990,16:30,木村 凛,74,女,退職,東京都23区,2330000,Amazon,コーヒー,Blue Bottle Coffee ベラ ドノヴァン 200g,2016,1,午後のくつろぎ中に / 新製品が気になって
1005,16:45,渡辺 ハル,26,女,フリーランス,東京都23区,2820000,ZOZOTOWN,アパレル,nano universe テーパード パンツ 9号,11000,0,仕事の合間に / 安心のリピート
1125,18:45,渡辺 ハル,26,女,フリーランス,東京都23区,2820000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,0,夕食後にカートを処理 / 冬支度
1150,19:10,渡辺 ハル,26,女,フリーランス,東京都23区,2820000,honto,書籍,看護管理2025年4月号,2090,0,夕食後にカートを処理 / 安心のリピート
1335,22:15,渡辺 ハル,26,女,フリーランス,東京都23区,2820000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,1,夜のリラックス中に / 通勤新調
480,08:00,佐々木 達也_257,32,男,会社員,千葉県,5610000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,通勤中ふと思い出して / 夏定番
660,11:00,佐々木 達也_257,32,男,会社員,千葉県,5610000,楽天市場,食品,北海道産 ホタテ貝柱 1kg 訳あり,7258,0,勤務中こっそり / ポイント10倍
670,11:10,佐々木 達也_257,32,男,会社員,千葉県,5610000,Amazon,コーヒー,Blue Bottle Coffee ベラ ドノヴァン 200g,1944,0,勤務中こっそり / リピート
840,14:00,佐々木 達也_257,32,男,会社員,千葉県,5610000,楽天市場,日用品,除菌できるウェットティッシュ 100枚 x 8パック,1701,0,勤務中こっそり / ポイント10倍
875,14:35,佐々木 達也_257,32,男,会社員,千葉県,5610000,楽天市場,日用品,除菌できるウェットティッシュ 100枚 x 8パック,1500,0,勤務中こっそり / ポイント10倍
1085,18:05,佐々木 達也_257,32,男,会社員,千葉県,5610000,Amazon,日用品,アタック ZERO 抗菌プラス 詰替 720g,419,1,通勤中ふと思い出して / ストック切れ
1125,18:45,佐々木 達也_257,32,男,会社員,千葉県,5610000,楽天市場,化粧品,資生堂 マキアージュ ドラマティック ジェリー BB,3806,0,夕食後にカートを処理 / ポイント祭
460,07:40,山崎 悦子,39,女,会社員,群馬県,6950000,楽天市場,食品,北海道産 ホタテ貝柱 1kg 訳あり,7376,1,通勤中ふと思い出して / ポイント10倍
860,14:20,山崎 悦子,39,女,会社員,群馬県,6950000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,0,勤務中こっそり / 週末カジュアル
1215,20:15,山崎 悦子,39,女,会社員,群馬県,6950000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,3750,1,夜のリラックス中に / まとめ買いお得
1235,20:35,山崎 悦子,39,女,会社員,群馬県,6950000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,1,夜のリラックス中に / おやつストック
1390,23:10,山崎 悦子,39,女,会社員,群馬県,6950000,Amazon,食品,KIRIN 自然が磨いた天然水 2L x 9本,1380,1,寝る前に思い立って / 安心のリピート
1085,18:05,鈴木 克彦,34,男,会社員,東京都23区,7100000,ZOZOTOWN,シューズ,New Balance 327 グレー x ホワイト 24cm,12100,1,通勤中ふと思い出して / 安心のリピート
1110,18:30,鈴木 克彦,34,男,会社員,東京都23区,7100000,ZOZOTOWN,シューズ,New Balance 327 グレー x ホワイト 24cm,12100,1,通勤中ふと思い出して / 新色気になって
1175,19:35,鈴木 克彦,34,男,会社員,東京都23区,7100000,メルカリ,アパレル,【未使用】GU リブニットワンピース ベージュ M,1469,0,夕食後にカートを処理 / 安心のリピート
1280,21:20,鈴木 克彦,34,男,会社員,東京都23区,7100000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,1,夜のリラックス中に / 安心のリピート
1290,21:30,鈴木 克彦,34,男,会社員,東京都23区,7100000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,1,夜のリラックス中に / 夏前リピート
1335,22:15,鈴木 克彦,34,男,会社員,東京都23区,7100000,ZOZOTOWN,シューズ,CONVERSE All Star OX 黒 25cm,6600,1,夜のリラックス中に / 安心のリピート
585,09:45,小林 亮,72,男,退職,東京都23区,1560000,Amazon,コーヒー,猿田彦珈琲 大吉ブレンド ドリップバッグ 10個,1911,1,朝のゆっくり時間に / 気分転換
680,11:20,小林 亮,72,男,退職,東京都23区,1560000,Amazon,サブスク,Amazon Prime 年会費 (1年),5900,1,お昼のひと息に / 安心のリピート
480,08:00,山崎 葵,74,女,工場勤務,神奈川県,3490000,楽天市場,化粧品,ETUDE ティアアイライナー 限定色,1370,0,朝の準備中ふと / 新作
505,08:25,山崎 葵,74,女,工場勤務,神奈川県,3490000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,0,朝の準備中ふと / 冬支度
460,07:40,山口 和也,48,男,販売員,東京都23区,5510000,MUJI passport,アパレル,無印良品 縦横ストレッチ 細身パンツ 黒 32inch,3990,0,朝の準備中ふと / 通勤用
860,14:20,山口 和也,48,男,販売員,東京都23区,5510000,Amazon,食品,カルビー フルグラ 800g x 3,2638,0,勤務中こっそり / 朝食まとめ
1110,18:30,山口 和也,48,男,販売員,東京都23区,5510000,楽天市場,食品,台湾カステラ 6個セット,2528,0,勤務中こっそり / 話題スイーツ
1165,19:25,山口 和也,48,男,販売員,東京都23区,5510000,メルカリ,ホビー,プラモデル HG ガンダムエアリアル 未組立,1967,0,夕食後にカートを処理 / 積みプラ追加
1185,19:45,山口 和也,48,男,販売員,東京都23区,5510000,Amazon,電子書籍,Kindle 三体III 死神永生 上,1820,0,夕食後にカートを処理 / 話題のSF
1300,21:40,山口 和也,48,男,販売員,東京都23区,5510000,honto,書籍,看護管理2025年4月号,2090,1,夜のリラックス中に / 仕事用
475,07:55,山本 樹,52,男,会社員,東京都23区,3860000,honto,書籍,THE THREE-BODY PROBLEM (English),2980,1,通勤中ふと思い出して / 原書チャレンジ
1080,18:00,山本 樹,52,男,会社員,東京都23区,3860000,メルカリ,中古品,【動作確認済】Sony WH-1000XM4 黒 中古,20549,1,通勤中ふと思い出して / 計画通り
1145,19:05,山本 樹,52,男,会社員,東京都23区,3860000,Amazon,コーヒー,Blue Bottle Coffee ベラ ドノヴァン 200g,1964,0,夕食後にカートを処理 / 計画通り
1215,20:15,山本 樹,52,男,会社員,東京都23区,3860000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,1064,1,夜のリラックス中に / PayPayキャンペーン
580,09:40,林 雄太,58,男,販売員,東京都23区,3460000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,0,勤務中こっそり / ストック補充
1190,19:50,林 雄太,58,男,販売員,東京都23区,3460000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,0,夕食後にカートを処理 / 冬支度
1220,20:20,林 雄太,58,男,販売員,東京都23区,3460000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,0,夕食後にカートを処理 / おやつストック
1275,21:15,林 雄太,58,男,販売員,東京都23区,3460000,メルカリ,アパレル,【美品】UNIQLO x JW Anderson コラボ ニット L,2848,1,夜のリラックス中に / コラボ品再入手
1330,22:10,林 雄太,58,男,販売員,東京都23区,3460000,メルカリ,ホビー,ポケモンカード SV6a スカーレットex 1BOX,7434,1,夜のリラックス中に / 再販分
955,15:55,伊藤 雅人,54,男,販売員,栃木県,5380000,Amazon,サブスク,Amazon Prime 年会費 (1年),5900,0,勤務中こっそり / 年次自動更新
1210,20:10,伊藤 雅人,54,男,販売員,栃木県,5380000,Amazon,食品,カルビー フルグラ 800g x 3,2974,0,夕食後にカートを処理 / 朝食まとめ
1215,20:15,伊藤 雅人,54,男,販売員,栃木県,5380000,honto,書籍,THE THREE-BODY PROBLEM (English),2980,0,夕食後にカートを処理 / 原書チャレンジ
